timestamp,level,flow_run_id,task_run_id,message
2025-12-21 10:59:13.774085+00:00,20,589a7abb-1faf-47fe-9123-354fd85c5525,019b4090-3e17-775c-9c97-1a6f47107b88,"Successfully read all data, final shape: (1903, 17)"
2025-12-21 10:59:13.774370+00:00,20,589a7abb-1faf-47fe-9123-354fd85c5525,019b4090-3e17-775c-9c97-1a6f47107b88,"Successfully read CSV after preprocess, final shape: (1903, 17)"
2025-12-21 10:59:13.782604+00:00,20,589a7abb-1faf-47fe-9123-354fd85c5525,019b4090-3e17-775c-9c97-1a6f47107b88,Converted to parquet (local): /tmp/dataset_etl_parquet_qjile5uh/主要业务活动营业收入_608.parquet
2025-12-21 10:59:13.782988+00:00,20,589a7abb-1faf-47fe-9123-354fd85c5525,019b4090-3e17-775c-9c97-1a6f47107b88,"Processing team-8/dataset-40/sourcedata/202308001_主要工业产品生产能力_B604-2_/WLB-511900000000-T_PG_1690970743700.csv, suffix=.csv, parent=202308001_主要工业产品生产能力_B604-2_"
2025-12-21 10:59:13.783214+00:00,20,589a7abb-1faf-47fe-9123-354fd85c5525,019b4090-3e17-775c-9c97-1a6f47107b88,Downloading s3://datasets/team-8/dataset-40/sourcedata/202308001_主要工业产品生产能力_B604-2_/WLB-511900000000-T_PG_1690970743700.csv -> /tmp/dataset_etl_parquet_qjile5uh/WLB-511900000000-T_PG_1690970743700.csv
2025-12-21 10:59:13.794000+00:00,20,589a7abb-1faf-47fe-9123-354fd85c5525,019b4090-3e17-775c-9c97-1a6f47107b88,"Preprocessed CSV with encoding utf-8, path: /tmp/clean_csv_wizhtd6b.csv"
2025-12-21 10:59:13.794378+00:00,20,589a7abb-1faf-47fe-9123-354fd85c5525,019b4090-3e17-775c-9c97-1a6f47107b88,Reading CSV file (0.06MB) in chunks to ensure data integrity
2025-12-21 10:59:13.796660+00:00,20,589a7abb-1faf-47fe-9123-354fd85c5525,019b4090-3e17-775c-9c97-1a6f47107b88,"Finished reading 1 chunks, total rows: 376, concatenating..."
2025-12-21 10:59:13.797199+00:00,20,589a7abb-1faf-47fe-9123-354fd85c5525,019b4090-3e17-775c-9c97-1a6f47107b88,"Successfully read all data, final shape: (376, 17)"
2025-12-21 10:59:13.797493+00:00,20,589a7abb-1faf-47fe-9123-354fd85c5525,019b4090-3e17-775c-9c97-1a6f47107b88,"Successfully read CSV after preprocess, final shape: (376, 17)"
2025-12-21 10:59:13.800503+00:00,20,589a7abb-1faf-47fe-9123-354fd85c5525,019b4090-3e17-775c-9c97-1a6f47107b88,Converted to parquet (local): /tmp/dataset_etl_parquet_qjile5uh/主要工业产品生产能力_B604-2.parquet
2025-12-21 10:59:13.800884+00:00,20,589a7abb-1faf-47fe-9123-354fd85c5525,019b4090-3e17-775c-9c97-1a6f47107b88,"Processing team-8/dataset-40/sourcedata/202308001_从业人员及工资总额_602_/WLB-511900000000-T_PG_1690780925760.csv, suffix=.csv, parent=202308001_从业人员及工资总额_602_"
2025-12-21 10:59:13.801150+00:00,20,589a7abb-1faf-47fe-9123-354fd85c5525,019b4090-3e17-775c-9c97-1a6f47107b88,Downloading s3://datasets/team-8/dataset-40/sourcedata/202308001_从业人员及工资总额_602_/WLB-511900000000-T_PG_1690780925760.csv -> /tmp/dataset_etl_parquet_qjile5uh/WLB-511900000000-T_PG_1690780925760.csv
2025-12-21 10:59:13.835495+00:00,20,589a7abb-1faf-47fe-9123-354fd85c5525,019b4090-3e17-775c-9c97-1a6f47107b88,"Preprocessed CSV with encoding utf-8, path: /tmp/clean_csv_8rx1e5x7.csv"
2025-12-21 10:59:13.836595+00:00,20,589a7abb-1faf-47fe-9123-354fd85c5525,019b4090-3e17-775c-9c97-1a6f47107b88,Reading CSV file (0.42MB) in chunks to ensure data integrity
2025-12-21 10:59:13.850018+00:00,20,589a7abb-1faf-47fe-9123-354fd85c5525,019b4090-3e17-775c-9c97-1a6f47107b88,"Finished reading 1 chunks, total rows: 1691, concatenating..."
2025-12-21 10:59:13.850513+00:00,20,589a7abb-1faf-47fe-9123-354fd85c5525,019b4090-3e17-775c-9c97-1a6f47107b88,"Successfully read all data, final shape: (1691, 48)"
2025-12-21 10:59:13.850827+00:00,20,589a7abb-1faf-47fe-9123-354fd85c5525,019b4090-3e17-775c-9c97-1a6f47107b88,"Successfully read CSV after preprocess, final shape: (1691, 48)"
2025-12-21 10:59:13.861985+00:00,20,589a7abb-1faf-47fe-9123-354fd85c5525,019b4090-3e17-775c-9c97-1a6f47107b88,Converted to parquet (local): /tmp/dataset_etl_parquet_qjile5uh/从业人员及工资总额_602.parquet
2025-12-21 10:59:13.862333+00:00,20,589a7abb-1faf-47fe-9123-354fd85c5525,019b4090-3e17-775c-9c97-1a6f47107b88,"Processing team-8/dataset-40/sourcedata/202308001_企业法人主要经济指标_611-3_/611-3.csv, suffix=.csv, parent=202308001_企业法人主要经济指标_611-3_"
2025-12-21 10:59:13.862564+00:00,20,589a7abb-1faf-47fe-9123-354fd85c5525,019b4090-3e17-775c-9c97-1a6f47107b88,Downloading s3://datasets/team-8/dataset-40/sourcedata/202308001_企业法人主要经济指标_611-3_/611-3.csv -> /tmp/dataset_etl_parquet_qjile5uh/611-3.csv
2025-12-21 10:59:13.968019+00:00,20,589a7abb-1faf-47fe-9123-354fd85c5525,019b4090-3e17-775c-9c97-1a6f47107b88,"Preprocessed CSV with encoding utf-8, path: /tmp/clean_csv_tibxlluw.csv"
2025-12-21 10:59:13.968554+00:00,20,589a7abb-1faf-47fe-9123-354fd85c5525,019b4090-3e17-775c-9c97-1a6f47107b88,Reading CSV file (5.40MB) in chunks to ensure data integrity
2025-12-21 10:59:14.023043+00:00,20,589a7abb-1faf-47fe-9123-354fd85c5525,019b4090-3e17-775c-9c97-1a6f47107b88,"Finished reading 2 chunks, total rows: 19404, concatenating..."
